date,real_price,real_dividend,real_earnings
1871.01,97.25,5.69,8.76
1871.02,95.64,5.53,8.50
1871.03,96.55,5.45,8.38
1871.04,103.03,5.65,8.69
1871.05,108.10,5.78,8.90
1871.06,108.90,5.87,9.04
1871.07,106.87,5.87,9.04
1871.08,109.95,5.97,9.18
1871.09,108.50,5.83,8.97
1871.10,101.31,5.74,8.83
1871.11,102.41,5.74,8.83
1871.12,102.26,5.61,8.63
1872.01,104.85,5.68,8.68
1872.02,105.28,5.75,8.74
1872.03,107.12,5.74,8.66
1872.04,107.70,5.68,8.52
1872.05,107.70,5.75,8.58
1872.06,107.44,5.86,8.69
1872.07,108.40,6.02,8.87
1872.08,106.33,6.05,8.86
1872.09,103.67,6.07,8.85
1872.10,106.42,6.28,9.10
1872.11,102.92,6.17,8.89
1872.12,106.97,6.33,9.07
1873.01,107.81,6.38,9.12
1873.02,106.31,6.30,8.98
1873.03,105.48,6.35,9.03
1873.04,104.04,6.40,9.08
1873.05,106.54,6.59,9.34
1873.06,108.25,6.85,9.67
1873.07,108.03,6.90,9.73
1873.08,108.03,6.96,9.78
1873.09,99.77,7.01,9.84
1873.10,93.20,7.23,10.12
1873.11,92.74,7.52,10.50
1873.12,99.08,7.40,10.31
1874.01,102.85,7.28,10.15
1874.02,105.94,7.28,10.15
1874.03,104.40,7.28,10.15
1874.04,103.12,7.40,10.31
1874.05,101.22,7.46,10.39
1874.06,103.20,7.64,10.64
1874.07,102.38,7.57,10.56
1874.08,103.43,7.64,10.64
1874.09,105.05,7.64,10.64
1874.10,106.54,7.76,10.82
1874.11,108.37,7.83,10.91
1874.12,107.66,7.83,10.91
1875.01,107.66,7.77,10.71
1875.02,107.42,7.71,10.51
1875.03,108.84,7.65,10.32
1875.04,109.36,7.53,10.04
1875.05,107.78,7.66,10.09
1875.06,107.42,7.73,10.05
1875.07,107.66,7.66,9.85
1875.08,107.23,7.54,9.56
1875.09,107.17,7.54,9.44
1875.10,105.45,7.48,9.24
1875.11,108.09,7.48,9.11
1875.12,109.03,7.49,8.98
1876.01,112.26,7.55,8.89
1876.02,113.77,7.55,8.73
1876.03,113.51,7.55,8.56
1876.04,110.20,7.62,8.46
1876.05,110.03,7.90,8.60
1876.06,112.34,8.12,8.66
1876.07,110.98,8.12,8.48
1876.08,105.39,8.04,8.22
1876.09,98.03,7.97,7.97
1876.10,95.73,7.83,7.65
1876.11,93.06,7.75,7.41
1876.12,90.90,7.62,7.11
1877.01,88.57,7.26,7.03
1877.02,85.57,7.22,7.26
1877.03,85.01,7.31,7.64
1877.04,76.69,6.87,7.48
1877.05,75.32,6.51,7.39
1877.06,73.90,6.63,7.85
1877.07,76.43,6.32,7.82
1877.08,84.97,6.32,8.17
1877.09,91.14,6.12,8.30
1877.10,93.11,5.86,8.35
1877.11,93.54,5.72,8.56
1877.12,93.25,5.45,8.61
1878.01,96.14,5.60,8.90
1878.02,95.05,5.63,9.02
1878.03,98.90,5.72,9.23
1878.04,102.74,5.76,9.36
1878.05,106.48,5.92,9.70
1878.06,111.19,6.03,9.94
1878.07,112.19,5.94,9.86
1878.08,109.99,5.84,9.78
1878.09,112.22,5.82,9.80
1878.10,112.19,5.86,9.94
1878.11,113.14,5.90,10.08
1878.12,115.11,6.01,10.34
1879.01,118.07,5.99,10.42
1879.02,120.97,5.98,10.49
1879.03,120.38,6.10,10.80
1879.04,125.78,6.23,11.12
1879.05,131.45,6.28,11.32
1879.06,133.68,6.41,11.65
1879.07,134.79,6.40,11.70
1879.08,135.79,6.45,11.90
1879.09,136.05,6.29,11.69
1879.10,142.86,6.00,11.24
1879.11,142.89,5.75,10.85
1879.12,138.40,5.63,10.69
1880.01,139.64,5.60,10.64
1880.02,142.10,5.74,10.88
1880.03,143.47,5.82,11.03
1880.04,145.72,6.19,11.72
1880.05,138.25,6.52,12.34
1880.06,141.69,6.80,12.87
1880.07,148.20,6.95,13.14
1880.08,153.52,7.10,13.41
1880.09,151.66,7.17,13.54
1880.10,156.06,7.32,13.81
1880.11,162.59,7.39,13.94
1880.12,167.57,7.46,14.06
1881.01,179.40,7.68,14.08
1881.02,177.04,7.75,13.82
1881.03,179.04,7.89,13.70
1881.04,176.71,7.95,13.45
1881.05,186.51,8.18,13.46
1881.06,188.80,8.32,13.34
1881.07,180.40,8.38,13.09
1881.08,172.72,8.36,12.72
1881.09,167.60,8.18,12.13
1881.10,163.39,8.24,11.91
1881.11,165.99,8.45,11.91
1881.12,161.16,8.58,11.80
1882.01,158.75,8.58,11.78
1882.02,153.83,8.50,11.64
1882.03,153.56,8.50,11.62
1882.04,152.15,8.42,11.50
1882.05,148.94,8.35,11.37
1882.06,146.83,8.27,11.24
1882.07,156.51,8.35,11.33
1882.08,159.75,8.27,11.20
1882.09,165.78,8.50,11.49
1882.10,162.77,8.58,11.58
1882.11,157.27,8.66,11.66
1882.12,159.59,8.74,11.75
1883.01,158.77,8.77,11.68
1883.02,153.75,8.71,11.50
1883.03,157.13,8.81,11.55
1883.04,161.95,8.92,11.59
1883.05,160.74,9.03,11.63
1883.06,166.99,9.33,11.91
1883.07,167.77,9.54,12.08
1883.08,160.16,9.57,12.00
1883.09,163.58,9.69,12.05
1883.10,159.14,9.71,11.98
1883.11,163.19,9.84,12.03
1883.12,157.96,9.76,11.83
1884.01,153.23,9.71,11.61
1884.02,157.37,9.66,11.39
1884.03,156.78,9.61,11.17
1884.04,152.83,9.76,11.18
1884.05,143.47,9.93,11.18
1884.06,137.60,9.87,10.95
1884.07,139.10,9.93,10.84
1884.08,147.83,9.88,10.60
1884.09,144.73,9.93,10.48
1884.10,141.55,9.99,10.36
1884.11,141.84,10.16,10.35
1884.12,143.14,10.22,10.22
1885.01,139.84,10.03,10.12
1885.02,142.49,9.73,9.89
1885.03,146.14,9.76,10.01
1885.04,144.13,9.46,9.79
1885.05,145.83,9.48,9.90
1885.06,148.65,9.51,10.03
1885.07,152.35,9.20,9.79
1885.08,160.89,8.99,9.68
1885.09,160.75,8.90,9.68
1885.10,170.08,8.70,9.57
1885.11,178.99,8.40,9.34
1885.12,173.49,8.01,9.01
1886.01,177.62,8.14,9.39
1886.02,181.04,8.09,9.56
1886.03,179.42,8.12,9.85
1886.04,179.16,8.16,10.15
1886.05,180.05,8.31,10.58
1886.06,190.68,8.35,10.90
1886.07,191.17,8.19,10.94
1886.08,190.23,8.03,10.98
1886.09,195.18,7.97,11.16
1886.10,200.14,7.91,11.34
1886.11,205.10,7.85,11.51
1886.12,197.35,7.70,11.55
1887.01,190.60,7.60,11.36
1887.02,187.01,7.60,11.31
1887.03,191.40,7.68,11.39
1887.04,195.79,7.76,11.48
1887.05,199.16,7.85,11.56
1887.06,195.73,8.03,11.78
1887.07,193.25,8.21,12.01
1887.08,186.16,8.20,11.96
1887.09,185.99,8.38,12.19
1887.10,177.62,8.37,12.13
1887.11,178.91,8.35,12.07
1887.12,173.81,8.25,11.87
1888.01,173.14,8.10,11.47
1888.02,174.14,8.14,11.32
1888.03,167.54,8.08,11.05
1888.04,170.16,8.12,10.90
1888.05,174.52,8.16,10.74
1888.06,171.13,8.20,10.59
1888.07,173.51,8.04,10.18
1888.08,177.22,7.99,9.90
1888.09,181.61,7.93,9.62
1888.10,178.50,7.78,9.23
1888.11,172.82,7.64,8.85
1888.12,169.52,7.59,8.57
1889.01,178.99,7.83,8.99
1889.02,183.22,7.89,9.22
1889.03,181.61,7.96,9.45
1889.04,181.26,7.93,9.56
1889.05,190.81,8.10,9.92
1889.06,194.04,8.07,10.04
1889.07,190.09,8.04,10.16
1889.08,192.60,8.01,10.28
1889.09,194.83,7.88,10.27
1889.10,191.29,7.85,10.39
1889.11,189.52,7.82,10.51
1889.12,186.16,7.70,10.50
1890.01,192.96,7.89,10.73
1890.02,190.81,7.89,10.70
1890.03,189.37,7.89,10.67
1890.04,193.32,7.89,10.64
1890.05,199.08,7.79,10.48
1890.06,197.66,7.79,10.45
1890.07,196.25,7.79,10.42
1890.08,184.80,7.51,10.02
1890.09,179.59,7.43,9.87
1890.10,171.48,7.43,9.85
1890.11,162.83,7.61,10.05
1890.12,159.02,7.61,10.03
1891.01,169.36,7.70,10.29
1891.02,169.39,7.61,10.31
1891.03,164.30,7.51,10.33
1891.04,167.77,7.43,10.35
1891.05,169.08,7.51,10.62
1891.06,169.71,7.70,11.02
1891.07,168.97,7.79,11.31
1891.08,174.64,7.79,11.45
1891.09,191.17,7.89,11.75
1891.10,191.17,7.89,11.90
1891.11,190.68,7.99,12.20
1891.12,196.49,7.99,12.35
1892.01,205.32,8.26,12.76
1892.02,205.70,8.32,12.86
1892.03,213.48,8.61,13.29
1892.04,215.97,8.79,13.57
1892.05,215.97,8.85,13.67
1892.06,214.81,8.92,13.76
1892.07,209.16,8.75,13.50
1892.08,209.42,8.69,13.41
1892.09,204.21,8.76,13.51
1892.10,208.31,8.82,13.60
1892.11,202.31,8.66,13.35
1892.12,197.62,8.61,13.27
1893.01,193.94,8.32,12.47
1893.02,188.21,8.26,12.01
1893.03,185.81,8.49,11.98
1893.04,188.10,8.62,11.81
1893.05,173.59,8.76,11.63
1893.06,169.58,9.01,11.59
1893.07,157.81,9.28,11.55
1893.08,160.37,9.70,11.66
1893.09,164.99,9.34,10.85
1893.10,167.69,9.25,10.37
1893.11,174.84,9.53,10.30
1893.12,171.00,9.69,10.08
1894.01,172.16,9.83,10.03
1894.02,177.01,9.83,9.83
1894.03,187.55,9.98,9.77
1894.04,190.04,9.84,9.43
1894.05,182.97,9.70,9.08
1894.06,180.48,9.56,8.73
1894.07,176.73,9.43,8.39
1894.08,178.22,9.02,7.81
1894.09,178.54,8.77,7.37
1894.10,177.90,8.88,7.24
1894.11,177.90,8.74,6.90
1894.12,178.81,8.73,6.65
1895.01,176.73,8.66,6.97
1895.02,174.24,8.60,7.28
1895.03,174.24,8.52,7.59
1895.04,174.15,8.10,7.57
1895.05,181.20,7.93,7.76
1895.06,182.24,7.75,7.95
1895.07,185.52,7.79,8.35
1895.08,190.89,7.84,8.77
1895.09,192.08,7.77,9.07
1895.10,189.30,7.70,9.37
1895.11,182.92,7.64,9.66
1895.12,174.58,7.68,10.10
1896.01,175.03,7.76,10.11
1896.02,185.05,7.83,10.12
1896.03,182.14,7.80,9.98
1896.04,186.51,7.88,9.99
1896.05,188.43,7.96,9.99
1896.06,187.81,8.04,10.00
1896.07,175.64,8.01,9.86
1896.08,165.64,7.97,9.71
1896.09,174.33,7.93,9.56
1896.10,173.00,7.67,9.14
1896.11,179.54,7.41,8.74
1896.12,172.98,7.38,8.61
1897.01,178.07,7.60,9.21
1897.02,176.38,7.60,9.57
1897.03,176.80,7.60,9.92
1897.04,173.87,7.71,10.42
1897.05,177.38,7.83,10.94
1897.06,185.64,7.83,11.30
1897.07,193.90,7.83,11.66
1897.08,197.53,7.49,11.51
1897.09,201.26,7.27,11.52
1897.10,197.57,7.38,12.02
1897.11,190.60,7.38,12.37
1897.12,194.70,7.38,12.71
1898.01,200.03,7.45,12.84
1898.02,196.81,7.41,12.80
1898.03,187.92,7.48,12.93
1898.04,184.69,7.55,13.07
1898.05,183.86,7.11,12.33
1898.06,204.49,7.68,13.34
1898.07,208.23,7.86,13.66
1898.08,216.02,7.92,13.80
1898.09,215.61,7.99,13.94
1898.10,211.10,8.06,14.07
1898.11,218.07,8.13,14.21
1898.12,228.33,8.08,14.14
1899.01,245.71,8.11,14.58
1899.02,248.02,7.93,14.61
1899.03,251.56,7.96,15.03
1899.04,251.26,7.88,15.25
1899.05,240.79,7.92,15.67
1899.06,232.22,7.84,15.88
1899.07,237.10,7.77,16.08
1899.08,239.98,7.70,16.27
1899.09,228.47,7.44,16.05
1899.10,224.59,7.38,16.23
1899.11,226.05,7.32,16.42
1899.12,208.11,7.26,16.59
1900.01,210.88,7.52,16.59
1900.02,212.12,7.69,16.40
1900.03,213.83,7.94,16.40
1900.04,216.57,8.20,16.40
1900.05,211.35,8.66,16.80
1900.06,207.58,9.03,17.00
1900.07,205.05,9.19,16.80
1900.08,210.42,9.56,17.00
1900.09,202.95,9.71,16.80
1900.10,212.90,10.10,17.00
1900.11,229.55,10.36,17.00
1900.12,246.40,10.76,17.22
1901.01,250.45,10.69,17.06
1901.02,260.03,10.88,17.33
1901.03,269.36,10.94,17.40
1901.04,295.65,11.14,17.68
1901.05,280.76,11.20,17.74
1901.06,308.72,11.26,17.80
1901.07,284.42,11.18,17.64
1901.08,284.81,11.10,17.47
1901.09,279.93,11.02,17.32
1901.10,276.78,11.08,17.38
1901.11,279.33,11.00,17.23
1901.12,271.56,10.93,17.08
1902.01,280.71,11.09,17.66
1902.02,283.13,11.12,18.04
1902.03,283.47,11.15,18.41
1902.04,289.66,11.04,18.56
1902.05,285.58,10.94,18.71
1902.06,280.59,10.84,18.85
1902.07,286.93,10.87,19.21
1902.08,298.07,11.03,19.81
1902.09,295.27,10.93,19.94
1902.10,267.28,10.24,18.97
1902.11,265.65,10.61,19.96
1902.12,256.64,10.52,20.09
1903.01,266.75,10.46,19.60
1903.02,265.18,10.51,19.34
1903.03,263.45,10.92,19.73
1903.04,252.69,10.98,19.46
1903.05,253.57,11.29,19.63
1903.06,239.55,11.34,19.35
1903.07,228.54,11.40,19.07
1903.08,221.20,11.45,18.79
1903.09,213.38,11.38,18.30
1903.10,208.86,11.57,18.24
1903.11,211.99,11.76,18.17
1903.12,221.78,11.81,17.89
1904.01,220.31,11.43,17.37
1904.02,209.56,11.07,16.87
1904.03,211.29,11.09,16.95
1904.04,218.99,11.10,17.04
1904.05,219.42,11.25,17.33
1904.06,219.76,11.14,17.22
1904.07,228.87,11.03,17.10
1904.08,233.88,10.79,16.79
1904.09,241.42,10.55,16.49
1904.10,255.60,10.44,16.38
1904.11,263.40,10.10,15.90
1904.12,265.98,9.99,15.80
1905.01,271.78,10.05,16.28
1905.02,283.71,10.10,16.76
1905.03,295.08,10.27,17.44
1905.04,291.50,10.33,17.93
1905.05,280.34,10.50,18.63
1905.06,283.63,10.55,19.13
1905.07,292.54,10.61,19.62
1905.08,299.97,10.54,19.89
1905.09,304.41,10.72,20.61
1905.10,308.70,10.77,21.11
1905.11,303.56,10.70,21.36
1905.12,307.57,10.64,21.60
1906.01,318.21,10.83,21.84
1906.02,315.95,11.02,22.08
1906.03,308.21,11.20,22.33
1906.04,304.02,11.39,22.57
1906.05,292.67,11.45,22.56
1906.06,296.50,11.64,22.80
1906.07,298.80,12.23,23.83
1906.08,313.69,12.14,23.53
1906.09,319.77,12.19,23.51
1906.10,303.46,12.11,23.24
1906.11,306.37,12.16,23.22
1906.12,300.36,12.21,23.20
1907.01,294.95,12.44,23.19
1907.02,279.68,12.28,22.45
1907.03,254.88,12.52,22.44
1907.04,256.10,12.62,22.18
1907.05,242.10,12.45,21.47
1907.06,231.91,12.42,21.00
1907.07,240.79,12.52,20.76
1907.08,222.74,12.62,20.51
1907.09,220.38,12.72,20.26
1907.10,194.41,12.69,19.81
1907.11,190.78,13.33,20.40
1907.12,204.91,13.72,20.58
1908.01,215.99,13.77,20.60
1908.02,210.42,13.81,20.62
1908.03,219.02,13.71,20.40
1908.04,228.28,13.45,19.97
1908.05,240.58,13.35,19.76
1908.06,240.90,13.24,19.55
1908.07,247.01,13.00,19.13
1908.08,257.61,12.89,18.92
1908.09,254.81,12.79,18.71
1908.10,255.15,12.55,18.31
1908.11,269.53,12.31,17.91
1908.12,272.74,12.08,17.52
1909.01,276.55,12.31,18.16
1909.02,265.79,12.28,18.42
1909.03,269.41,12.38,18.88
1909.04,275.69,12.23,18.93
1909.05,281.95,12.20,19.18
1909.06,284.03,12.17,19.42
1909.07,288.09,12.27,19.85
1909.08,292.10,12.24,20.09
1909.09,289.49,12.22,20.31
1909.10,284.98,12.07,20.34
1909.11,280.86,12.05,20.55
1909.12,281.47,12.02,20.77
1910.01,278.10,12.21,20.90
1910.02,268.17,12.28,20.83
1910.03,269.61,12.11,20.37
1910.04,260.65,12.07,20.11
1910.05,261.24,12.37,20.43
1910.06,251.06,12.55,20.55
1910.07,238.37,12.62,20.49
1910.08,246.54,12.81,20.61
1910.09,250.64,13.01,20.75
1910.10,270.12,13.48,21.30
1910.11,275.40,13.83,21.67
1910.12,267.71,13.90,21.59
1911.01,274.21,13.90,21.25
1911.02,287.85,14.35,21.57
1911.03,281.49,14.20,20.99
1911.04,289.43,14.66,21.31
1911.05,295.66,14.66,20.95
1911.06,301.59,14.66,20.58
1911.07,297.11,14.50,20.00
1911.08,274.08,14.05,19.03
1911.09,256.46,13.90,18.49
1911.10,257.94,13.90,18.14
1911.11,271.09,14.05,17.98
1911.12,275.15,14.20,17.82
1912.01,272.58,14.07,17.91
1912.02,267.41,13.95,17.99
1912.03,269.54,13.69,17.90
1912.04,269.77,13.31,17.63
1912.05,269.49,13.34,17.89
1912.06,272.16,13.49,18.32
1912.07,272.44,13.52,18.59
1912.08,275.96,13.41,18.66
1912.09,274.67,13.30,18.73
1912.10,274.12,13.32,18.99
1912.11,271.05,13.35,19.24
1912.12,263.87,13.50,19.69
1913.01,259.07,13.37,19.34
1913.02,249.88,13.37,19.17
1913.03,245.15,13.37,19.01
1913.04,244.87,13.37,18.85
1913.05,240.64,13.51,18.88
1913.06,226.20,13.37,18.53
1913.07,226.95,13.24,18.18
1913.08,233.02,13.24,18.02
1913.09,232.87,13.10,17.68
1913.10,225.50,13.10,17.52
1913.11,217.59,12.97,17.19
1913.12,219.49,13.10,17.20
1914.01,228.50,12.97,16.95
1914.02,233.84,12.96,16.87
1914.03,229.43,12.82,16.61
1914.04,226.20,12.81,16.53
1914.05,225.30,12.55,16.11
1914.06,224.19,12.41,15.86
1914.07,209.67,12.15,15.45
1914.08,205.56,11.78,14.90
1914.09,205.56,11.64,14.65
1914.10,207.59,11.62,14.55
1914.11,205.56,11.38,14.16
1914.12,198.67,11.35,14.06
1915.01,202.18,11.37,14.87
1915.02,201.48,11.51,15.83
1915.03,208.75,11.65,16.82
1915.04,222.22,11.56,17.47
1915.05,214.89,11.47,18.11
1915.06,217.32,11.49,18.92
1915.07,216.51,11.51,19.73
1915.08,225.70,11.53,20.54
1915.09,234.08,11.56,21.35
1915.10,244.63,11.46,21.95
1915.11,250.74,11.38,22.53
1915.12,251.27,11.40,23.32
1916.01,244.92,11.57,24.52
1916.02,241.50,11.86,25.94
1916.03,238.42,12.03,27.09
1916.04,233.60,12.19,28.25
1916.05,236.52,12.35,29.37
1916.06,236.60,12.51,30.46
1916.07,233.32,12.79,31.83
1916.08,232.93,12.94,32.89
1916.09,238.08,12.97,33.65
1916.10,241.11,13.01,34.35
1916.11,242.38,13.04,35.04
1916.12,230.64,13.18,36.01
1917.01,223.30,13.32,35.21
1917.02,205.43,13.23,33.85
1917.03,211.80,13.48,33.40
1917.04,198.69,13.07,31.35
1917.05,188.97,13.10,30.41
1917.06,189.84,13.13,29.51
1917.07,187.48,13.56,29.52
1917.08,179.13,13.58,28.62
1917.09,166.68,13.50,27.57
1917.10,155.31,13.51,26.73
1917.11,142.37,13.74,26.31
1917.12,135.51,13.75,25.51
1918.01,140.60,13.26,24.49
1918.02,143.86,12.97,23.85
1918.03,141.96,12.87,23.56
1918.04,138.62,12.50,22.74
1918.05,140.08,12.05,21.82
1918.06,138.36,11.70,21.08
1918.07,135.78,11.21,20.09
1918.08,134.37,10.81,19.27
1918.09,131.11,10.43,18.48
1918.10,134.11,10.07,17.71
1918.11,134.99,9.71,16.98
1918.12,130.71,9.43,16.38
1919.01,129.88,9.38,16.30
1919.02,132.79,9.49,16.51
1919.03,135.17,9.32,16.23
1919.04,137.16,9.10,15.86
1919.05,144.90,8.94,15.59
1919.06,148.78,8.88,15.51
1919.07,149.21,8.58,14.98
1919.08,136.81,8.38,14.65
1919.09,138.19,8.28,14.49
1919.10,142.84,8.10,14.18
1919.11,135.62,7.87,13.80
1919.12,128.85,7.66,13.43
1920.01,124.90,7.47,13.00
1920.02,113.40,7.37,12.72
1920.03,120.15,7.28,12.44
1920.04,115.66,7.04,11.92
1920.05,106.82,6.91,11.61
1920.06,103.45,6.79,11.30
1920.07,103.82,6.80,11.21
1920.08,102.21,6.95,11.34
1920.09,107.43,7.03,11.36
1920.10,108.10,7.04,11.27
1920.11,103.13,7.06,11.18
1920.12,95.83,7.18,11.26
1921.01,102.16,7.27,10.88
1921.02,104.75,7.44,10.61
1921.03,102.64,7.42,10.03
1921.04,104.22,7.44,9.50
1921.05,109.82,7.55,9.06
1921.06,101.60,7.52,8.45
1921.07,100.72,7.42,7.75
1921.08,99.48,7.35,7.09
1921.09,103.12,7.37,6.51
1921.10,104.52,7.31,5.85
1921.11,110.77,7.28,5.22
1921.12,115.36,7.26,4.58
1922.01,117.92,7.50,5.22
1922.02,120.51,7.56,5.76
1922.03,126.53,7.72,6.38
1922.04,134.21,7.79,6.92
1922.05,139.44,7.86,7.47
1922.06,138.14,7.93,8.01
1922.07,138.29,7.95,8.50
1922.08,145.22,8.11,9.16
1922.09,149.00,8.18,9.70
1922.10,151.38,8.20,10.19
1922.11,143.00,8.22,10.67
1922.12,141.83,8.24,11.15
1923.01,144.63,8.32,11.61
1923.02,150.80,8.34,12.00
1923.03,153.24,8.37,12.39
1923.04,147.00,8.35,12.71
1923.05,140.06,8.37,13.10
1923.06,133.93,8.35,13.41
1923.07,127.93,8.28,13.64
1923.08,129.32,8.35,14.10
1923.09,129.36,8.33,14.40
1923.10,126.72,8.31,14.70
1923.11,130.50,8.34,15.08
1923.12,134.92,8.36,15.46
1924.01,139.34,8.39,15.40
1924.02,140.79,8.46,15.42
1924.03,138.90,8.54,15.45
1924.04,136.50,8.62,15.47
1924.05,136.02,8.64,15.40
1924.06,138.59,8.67,15.34
1924.07,144.16,8.65,15.18
1924.08,149.99,8.72,15.20
1924.09,147.68,8.70,15.05
1924.10,144.91,8.68,14.89
1924.11,153.01,8.70,14.83
1924.12,160.33,8.68,14.68
1925.01,166.96,8.75,15.10
1925.02,169.36,8.86,15.61
1925.03,163.96,8.88,15.94
1925.04,163.17,8.99,16.46
1925.05,167.43,9.01,16.77
1925.06,168.48,8.97,17.00
1925.07,171.21,8.93,17.23
1925.08,173.52,9.00,17.63
1925.09,177.53,9.06,18.05
1925.10,183.39,9.13,18.46
1925.11,185.95,9.04,18.55
1925.12,190.03,9.15,19.06
1926.01,192.93,9.27,19.05
1926.02,193.24,9.38,19.03
1926.03,181.13,9.55,19.14
1926.04,175.09,9.61,19.02
1926.05,177.30,9.78,19.11
1926.06,186.78,9.95,19.20
1926.07,196.87,10.18,19.41
1926.08,205.85,10.36,19.50
1926.09,207.79,10.41,19.38
1926.10,201.96,10.47,19.27
1926.11,203.44,10.53,19.14
1926.12,208.07,10.64,19.13
1927.01,209.04,10.87,19.17
1927.02,214.32,11.03,19.11
1927.03,218.88,11.20,19.06
1927.04,224.24,11.31,18.89
1927.05,230.64,11.35,18.61
1927.06,230.97,11.32,18.23
1927.07,240.18,11.63,18.37
1927.08,254.43,11.80,18.30
1927.09,267.32,11.84,18.04
1927.10,261.71,11.87,17.76
1927.11,269.22,12.05,17.69
1927.12,275.53,12.15,17.52
1928.01,276.63,12.26,17.88
1928.02,276.52,12.51,18.44
1928.03,291.36,12.61,18.79
1928.04,309.72,12.72,19.16
1928.05,317.45,12.75,19.40
1928.06,303.66,12.93,19.88
1928.07,305.89,13.04,20.24
1928.08,315.79,13.14,20.59
1928.09,334.07,13.10,20.70
1928.10,342.84,13.28,21.19
1928.11,366.01,13.39,21.54
1928.12,369.59,13.57,22.03
1929.01,396.89,13.73,22.34
1929.02,398.97,13.89,22.64
1929.03,408.38,14.13,23.09
1929.04,408.37,14.38,23.54
1929.05,412.07,14.45,23.70
1929.06,417.49,14.53,23.87
1929.07,449.43,14.52,23.89
1929.08,474.99,14.68,24.19
1929.09,493.93,14.83,24.49
1929.10,441.70,14.99,24.81
1929.11,324.76,15.15,25.11
1929.12,339.67,15.40,25.55
1930.01,346.60,15.50,24.86
1930.02,370.48,15.60,24.14
1930.03,386.73,15.71,23.42
1930.04,408.86,15.63,22.43
1930.05,386.73,15.74,21.69
1930.06,349.70,15.84,20.96
1930.07,346.35,16.05,20.34
1930.08,343.98,16.16,19.57
1930.09,341.75,16.08,18.58
1930.10,296.50,16.19,17.82
1930.11,276.67,16.30,17.03
1930.12,263.00,16.62,16.45
1931.01,274.38,16.60,16.14
1931.02,299.09,16.58,15.82
1931.03,306.78,16.45,15.40
1931.04,279.34,16.32,14.97
1931.05,255.69,16.30,14.63
1931.06,250.77,16.27,14.28
1931.07,259.08,16.03,13.74
1931.08,251.31,15.79,13.20
1931.09,215.31,15.65,12.74
1931.10,187.80,15.51,12.28
1931.11,192.96,15.48,11.89
1931.12,157.82,15.33,11.41
1932.01,158.46,15.14,11.33
1932.02,159.35,14.84,11.17
1932.03,161.07,14.43,10.92
1932.04,123.34,14.01,10.67
1932.05,109.80,13.68,10.50
1932.06,95.75,13.25,10.24
1932.07,100.57,12.71,9.90
1932.08,152.28,12.27,9.64
1932.09,168.28,11.82,9.37
1932.10,146.15,11.36,9.10
1932.11,145.81,10.89,8.83
1932.12,142.13,10.42,8.54
1933.01,150.05,10.48,8.73
1933.02,134.35,10.53,8.92
1933.03,134.98,10.51,9.05
1933.04,149.28,10.40,9.10
1933.05,192.19,10.29,9.15
1933.06,223.35,10.10,9.14
1933.07,234.03,9.69,8.91
1933.08,220.68,9.51,8.89
1933.09,218.82,9.41,8.94
1933.10,197.51,9.31,9.00
1933.11,202.27,9.20,9.05
1933.12,206.20,9.10,9.10
1934.01,217.99,9.12,9.19
1934.02,232.36,9.07,9.20
1934.03,220.46,9.08,9.29
1934.04,224.15,9.10,9.37
1934.05,201.37,9.12,9.46
1934.06,202.51,9.07,9.47
1934.07,192.94,9.08,9.56
1934.08,185.40,9.10,9.64
1934.09,178.25,8.98,9.59
1934.10,180.99,9.07,9.74
1934.11,186.05,9.08,9.82
1934.12,188.66,9.17,9.98
1935.01,185.88,9.03,11.44
1935.02,178.95,8.97,12.95
1935.03,167.59,8.97,14.55
1935.04,178.84,8.84,14.97
1935.05,192.88,8.77,15.50
1935.06,201.66,8.77,16.14
1935.07,212.22,8.77,15.81
1935.08,226.57,8.77,15.48
1935.09,231.36,8.77,15.14
1935.10,237.53,8.97,15.14
1935.11,257.97,9.10,15.03
1935.12,257.97,9.30,15.03
1936.01,272.21,9.50,15.23
1936.02,287.84,9.69,15.43
1936.03,296.12,9.96,15.74
1936.04,296.52,10.30,16.34
1936.05,280.77,10.63,16.94
1936.06,290.61,10.88,17.41
1936.07,305.61,11.20,17.68
1936.08,309.47,11.51,17.94
1936.09,312.98,11.90,18.33
1936.10,329.36,12.61,18.85
1936.11,338.52,13.33,19.37
1936.12,332.67,14.04,19.89
1937.01,340.58,14.13,20.33
1937.02,350.64,14.33,20.91
1937.03,347.79,14.42,21.34
